CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charges Bucket,Total Charges,Churn
3190-ITQXP,female,0,yes,yes,46,25-48,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.25,20,890.35,no
0870-VEMYL,female,0,no,no,5,0-12,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,credit card (automatic),53.85,50,259.8,yes
4833-QTJNO,male,1,yes,no,67,49+,yes,yes,fiber optic,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),83.85,80,5588.8,no
3039-MJSLN,male,0,no,yes,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),20.2,20,50.6,no
0178-CIIKR,female,0,no,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.95,10,58,no
5385-SUIRI,male,1,yes,no,52,49+,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,electronic check,104.2,100,5568.35,yes
3982-XWFZQ,female,0,yes,no,42,25-48,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.25,50,2203.65,yes
5774-QPLTF,male,0,yes,yes,50,49+,yes,no,no,No,No,No,No,No,No,one year,yes,mailed check,20.35,20,938.95,no
2322-VCZHZ,male,1,yes,no,23,13-24,yes,no,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,90,90,2024.1,no
5010-IPEAQ,female,0,yes,yes,67,49+,no,No,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),54.2,50,3623.95,no
4009-ALQFH,female,0,no,no,25,25-48,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,99.5,90,2369.05,yes
6383-ZTSIW,female,1,yes,no,39,25-48,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,mailed check,99.1,90,3877.95,no
8990-YOZLV,female,0,no,no,69,49+,yes,yes,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,66.9,60,4577.9,no
3069-SSVSN,female,0,no,no,1,0-12,no,No,dsl,no,no,no,no,no,no,one year,no,mailed check,25.85,20,25.85,no
5222-IMUKT,male,0,no,no,32,25-48,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,91.05,90,2871.5,no
3627-FCRDW,female,0,no,no,9,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,71,70,672.55,yes
7562-GSUHK,female,0,no,no,16,13-24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),93.2,90,1573.7,yes
6685-XSHHU,male,0,yes,yes,60,49+,yes,no,no,No,No,No,No,No,No,two year,yes,bank transfer (automatic),20.95,20,1270.55,no
8901-UPRHR,female,0,yes,yes,72,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.2,100,7711.45,no
4903-UYAVB,male,0,yes,no,5,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.35,10,126.05,yes
0118-JPNOY,female,1,no,no,26,25-48,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.8,80,2193.65,no
6776-TLWOI,male,0,no,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.85,10,64.55,yes
3845-FXCYS,male,0,no,no,2,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,electronic check,19.65,10,31.2,no
5857-XRECV,female,0,no,yes,2,0-12,yes,no,no,No,No,No,No,No,No,one year,no,bank transfer (automatic),20.5,20,38.25,no
0725-CXOTM,female,0,no,no,36,25-48,yes,yes,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),89.65,80,3348.1,no
4343-EJVQB,male,0,no,no,7,0-12,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,mailed check,74.35,70,533.6,no
9000-PLFUZ,female,1,yes,no,60,49+,no,No,dsl,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),49.45,40,2907.55,no
3427-GGZZI,female,0,yes,no,19,13-24,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.1,80,1620.8,no
7779-ORAEL,male,1,yes,no,45,25-48,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),75.15,70,3480.35,no
0644-OQMDK,male,1,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.65,70,293.85,no
4077-CROMM,female,0,yes,yes,31,25-48,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.2,100,3243.45,yes
3154-CFSZG,male,0,yes,yes,47,25-48,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,no,electronic check,90.05,90,4137.2,no
2868-MZAGQ,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.25,70,79.25,yes
4847-QNOKA,female,0,no,no,1,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.9,40,44.9,yes
2220-IAHLS,female,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),19.4,10,19.4,no
1658-XUHBX,female,1,yes,yes,59,49+,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),88.75,80,5348.65,no
6379-RXJRQ,male,0,yes,no,10,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70,659.65,yes
2378-HTWFW,male,1,no,no,35,25-48,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,no,credit card (automatic),91,90,3180.5,no
8650-RHRKE,male,0,no,no,4,0-12,no,No,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.65,20,118.5,yes
4377-VDHYI,male,0,yes,yes,32,25-48,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,yes,electronic check,90.8,90,3023.85,no
0475-RIJEP,male,0,no,no,43,25-48,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,77.85,70,3365.85,yes
1260-TTRXI,male,0,no,no,4,0-12,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,54.3,50,195.3,yes
3719-TDVQB,female,1,yes,no,54,49+,yes,no,no,No,No,No,No,No,No,two year,yes,mailed check,18.95,10,1031.1,no
6328-ZPBGN,female,1,no,no,11,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),95.15,90,997.65,yes
0201-MIBOL,female,1,no,no,66,49+,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,yes,bank transfer (automatic),102.4,100,6471.85,no
4937-QPZPO,male,0,yes,yes,61,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,99.9,90,6241.35,no
2925-VDZHY,male,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.7,80,6501.35,no
6981-TDRFT,male,0,yes,yes,44,25-48,no,No,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,54.3,50,2317.1,no
3413-CSSTH,male,0,no,no,41,25-48,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),55.7,50,2237.55,no
8033-VCZGH,male,0,yes,no,50,49+,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,100,5231.3,no
4789-KWMXN,male,0,yes,no,47,25-48,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),110.85,110,5275.8,yes
0224-NIJLP,male,0,yes,yes,8,0-12,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.15,20,165.5,no
7542-CYDDM,male,0,no,no,18,13-24,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.05,20,358.5,no
4718-WXBGI,male,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),91.95,90,6614.9,no
2867-UIMSS,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.5,80,80.5,yes
8495-PRWFH,female,1,no,no,42,25-48,yes,yes,dsl,no,no,yes,no,no,no,month-to-month,no,electronic check,55.65,50,2421.75,no
0439-IFYUN,female,1,no,no,18,13-24,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.7,70,1294.6,no
5716-LIBJC,female,0,no,yes,13,13-24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.15,100,1299.1,no
2868-LLSKM,female,0,yes,yes,68,49+,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),83.65,80,5733.4,no
8111-RKSPX,male,0,no,no,4,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.2,70,305.55,yes
2988-QRAJY,male,0,no,no,69,49+,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),110.05,110,7430.75,no
1585-MQSSU,male,0,no,no,17,13-24,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,51.5,50,900.5,yes
0071-NDAFP,male,0,yes,yes,25,25-48,yes,yes,no,No,No,No,No,No,No,two year,no,credit card (automatic),25.5,20,630.6,no
2856-NNASM,male,1,no,no,43,25-48,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,mailed check,89.55,80,3856.75,yes
7328-ZJAJO,female,0,yes,yes,59,49+,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.5,10,1222.65,no
6458-CYIDZ,female,1,no,no,5,0-12,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,electronic check,80.7,80,374.8,no
8559-CIZFV,male,0,yes,yes,21,13-24,yes,yes,dsl,yes,yes,no,yes,yes,no,one year,no,mailed check,77.5,70,1625,yes
1090-PYKCI,female,0,yes,yes,69,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),105.1,100,7234.8,no
3058-WQDRE,male,0,no,no,13,13-24,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.15,20,331.85,no
7547-EKNFS,male,0,yes,no,42,25-48,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),95.25,90,3959.35,yes
2279-AXJJK,male,0,yes,no,52,49+,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),95.65,90,5088.4,no
6769-DYBQN,male,1,no,no,46,25-48,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,no,electronic check,85,80,3969.4,yes
0909-SELIE,male,0,yes,no,61,49+,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),80.8,80,4860.85,no
3417-TSCIC,male,0,no,no,29,25-48,no,No,dsl,no,no,no,no,no,no,one year,yes,mailed check,24.85,20,788.05,no
1042-HFUCW,female,0,no,yes,25,25-48,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card (automatic),54.75,50,1266.35,no
4439-JMPMT,female,0,yes,yes,5,0-12,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,85.75,80,470.95,yes
6537-OTKMY,male,0,no,no,15,13-24,no,No,dsl,no,no,yes,no,yes,yes,one year,no,electronic check,50.75,50,688.2,no
8999-EXMNO,female,0,yes,yes,19,13-24,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.15,20,387.7,no
6725-TPKJO,male,0,no,no,44,25-48,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.05,20,845.25,no
2446-BEGGB,female,1,no,no,6,0-12,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.25,90,560.6,yes
7162-WPHPM,male,0,yes,yes,58,49+,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),71.6,70,4230.25,no
1599-MMYRQ,male,0,yes,yes,62,49+,yes,no,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),81.45,80,4983.05,no
8821-KVZKQ,female,0,yes,yes,70,49+,no,No,dsl,no,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),58.4,50,4113.15,no
1496-GGSUK,female,1,no,no,1,0-12,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.7,20,25.7,yes
6434-TTGJP,male,0,yes,yes,10,0-12,no,No,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),53.7,50,521,no
0042-JVWOJ,male,0,no,no,26,25-48,yes,no,no,No,No,No,No,No,No,one year,yes,bank transfer (automatic),19.6,10,471.85,no
0130-SXOUN,male,0,no,no,66,49+,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,credit card (automatic),89.4,80,5976.9,no
2575-GFSOE,female,0,yes,yes,7,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69,60,506.9,yes
2330-PQGDQ,male,0,yes,yes,51,49+,yes,yes,fiber optic,no,yes,no,yes,no,no,one year,no,bank transfer (automatic),84.2,80,4299.75,no
1452-UZOSF,male,0,yes,yes,72,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),106.1,100,7548.6,no
2097-YVPKN,male,0,no,no,65,49+,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,25.75,20,1654.75,no
2842-JTCCU,male,0,no,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),46.05,40,80.35,yes
8597-CTXVJ,male,0,no,yes,70,49+,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer (automatic),64.95,60,4551.5,no
6631-HMANX,male,0,yes,no,72,49+,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),85.45,80,6227.5,no
9962-BFPDU,female,0,yes,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.05,20,20.05,no
3296-SILRA,female,1,yes,no,1,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,76.4,70,76.4,yes
9681-OXGVC,female,0,no,no,5,0-12,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.5,100,514,yes
6394-HHHZM,male,0,no,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.7,20,57.5,no
5995-LFTLE,male,0,no,no,58,49+,yes,yes,no,No,No,No,No,No,No,two year,yes,credit card (automatic),25.3,20,1474.35,no
5180-UCIIQ,male,1,yes,yes,22,13-24,no,No,dsl,yes,no,no,no,no,yes,month-to-month,no,mailed check,40.05,40,880.2,yes
1932-UEDCX,male,1,yes,no,33,25-48,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.6,100,3270.25,no
7153-OANIO,male,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.95,60,69.95,yes
5188-HGMLP,male,1,yes,no,54,49+,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),74,70,3919.15,no
0665-XHDJU,male,0,yes,no,72,49+,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,electronic check,99.4,90,7285.7,no
6521-YYTYI,male,0,no,yes,1,0-12,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.3,90,93.3,yes
8878-HMWBV,male,0,no,no,3,0-12,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.15,40,169.05,yes
8265-HKSOW,female,0,yes,yes,72,49+,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),107.45,100,7658.3,no
3544-FBCAS,female,0,yes,yes,72,49+,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),83.6,80,5959.3,no
5331-RGMTT,male,1,yes,no,54,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.05,90,5295.7,no
4759-PXTAN,female,0,yes,no,59,49+,yes,yes,dsl,no,yes,no,yes,yes,yes,one year,yes,electronic check,80.1,80,4693.2,no
7054-DMVAS,male,0,no,no,54,49+,yes,no,dsl,yes,yes,no,no,yes,no,two year,yes,bank transfer (automatic),65.3,60,3512.9,no
3428-MMGUB,male,0,no,no,60,49+,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,electronic check,89.55,80,5231.2,no
6549-BTYPG,female,0,yes,no,60,49+,no,No,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),60.8,60,3603.45,no
7823-JSOAG,male,0,no,no,3,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,74.5,70,217.45,no
3705-RHRFR,female,0,yes,no,69,49+,yes,yes,fiber optic,yes,no,no,no,yes,yes,two year,no,bank transfer (automatic),99.15,90,6875.35,no
9374-YOLBJ,female,0,yes,yes,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,electronic check,19.25,10,19.25,no
9074-KGVOX,male,0,yes,yes,50,49+,no,No,dsl,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),39.45,30,2021.35,no
6128-DAFVY,female,0,no,no,56,49+,no,No,dsl,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),44.85,40,2564.95,no
9933-QRGTX,female,0,yes,no,60,49+,yes,no,fiber optic,yes,no,no,yes,yes,yes,two year,yes,electronic check,97.2,90,5611.75,no
4476-OSWTN,male,1,yes,no,69,49+,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,mailed check,110.55,110,7610.1,no
3751-KTZEL,female,0,no,no,1,0-12,no,No,dsl,no,no,no,no,no,yes,month-to-month,no,mailed check,35.05,30,35.05,yes
1977-STDKI,female,1,no,no,1,0-12,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73,70,73,yes
5066-GFJMM,female,0,yes,no,3,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,yes,mailed check,19.9,10,45.75,no
2661-GKBTK,male,0,yes,yes,60,49+,yes,no,dsl,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),76.95,70,4543.95,no
0458-HEUZG,female,0,no,no,13,13-24,no,No,dsl,no,no,yes,yes,no,no,two year,no,mailed check,35.4,30,450.4,no
7268-WNTCP,male,0,yes,yes,62,49+,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.45,20,1297.35,no
0824-VWDPO,female,0,no,no,45,25-48,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,no,bank transfer (automatic),96.75,90,4442.75,no
8409-WQJUX,female,0,no,no,25,25-48,no,No,dsl,no,no,yes,yes,yes,yes,one year,no,electronic check,54.2,50,1423.15,no
2578-JQPHZ,male,0,no,no,44,25-48,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),100.1,100,4378.35,no
3278-FSIXX,female,0,no,no,2,0-12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.25,40,74.2,no
5813-UECBU,male,1,no,no,33,25-48,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),83.85,80,2716.3,yes
0328-GRPMV,female,0,no,no,1,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.1,70,70.1,yes
9746-UGFAC,female,0,no,no,22,13-24,yes,no,no,No,No,No,No,No,No,one year,no,bank transfer (automatic),20.85,20,450.65,no
2946-KIQSP,female,0,no,no,35,25-48,no,No,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,33.45,30,1175.85,no
0625-AFOHS,female,0,yes,yes,29,25-48,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,20.2,20,558.8,no
6726-WEXXK,male,1,yes,no,27,25-48,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,electronic check,85.9,80,2220.1,no
4636-OLWOE,male,0,no,yes,54,49+,yes,no,dsl,no,yes,yes,yes,no,no,one year,yes,electronic check,61,60,3283.05,no
4342-HENTK,female,1,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.65,70,142.35,yes
4685-ERGHK,male,0,no,no,57,49+,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,electronic check,86.9,80,4939.25,no
0885-HMGPY,male,0,no,no,62,49+,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),69.4,60,4237.5,no
5003-OKNNK,female,0,yes,yes,15,13-24,yes,no,no,No,No,No,No,No,No,one year,no,credit card (automatic),20.35,20,335.95,no
4195-SMMNX,male,0,no,no,2,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.35,20,33.2,yes
7208-PSIHR,female,0,yes,no,70,49+,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),104.3,100,7188.5,no
4012-ZTHBR,female,0,yes,yes,21,13-24,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.95,40,926.25,no
0489-WMEMG,female,0,no,yes,23,13-24,yes,no,dsl,no,no,no,yes,no,no,one year,yes,electronic check,49.45,40,1119.35,no
7435-ZNUYY,male,0,no,no,6,0-12,yes,no,no,No,No,No,No,No,No,one year,no,mailed check,20.6,20,116.6,no
1354-YZFNB,male,0,yes,yes,4,0-12,yes,no,no,No,No,No,No,No,No,two year,no,credit card (automatic),19.55,10,68.8,no
6956-SMUCM,female,0,no,no,3,0-12,yes,no,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99,90,287.4,yes
2985-FMWYF,female,0,no,no,23,13-24,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.5,90,2341.55,no
2812-ENYMO,male,0,no,no,26,25-48,no,No,dsl,yes,no,no,yes,yes,yes,one year,no,credit card (automatic),54.55,50,1362.85,no
2717-HVIZY,female,0,no,yes,8,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,20.05,20,163.6,no
3223-WZWJM,male,0,no,no,26,25-48,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,83.95,80,2254.2,yes
3422-GALYP,male,0,no,no,2,0-12,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.45,70,145.15,no
9053-JZFKV,male,0,no,no,67,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),116.2,110,7752.3,yes
2530-ENDWQ,female,0,yes,no,71,49+,yes,yes,fiber optic,no,no,no,no,yes,yes,two year,yes,bank transfer (automatic),93.7,90,6585.35,yes
2890-WFBHU,female,0,no,no,59,49+,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),79.85,70,4786.1,no
0327-WFZSY,male,0,yes,yes,39,25-48,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,electronic check,100,100,3835.55,no
7977-HXJKU,male,0,no,yes,21,13-24,yes,no,no,No,No,No,No,No,No,two year,no,mailed check,19.6,10,397,no
6615-ZGEDR,male,0,no,no,1,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,mailed check,19.7,10,19.7,yes
7033-CLAMM,female,0,yes,yes,48,25-48,yes,no,no,No,No,No,No,No,No,two year,no,bank transfer (automatic),20.2,20,1027.25,no
4023-RTIQM,female,1,yes,no,31,25-48,no,No,dsl,yes,yes,yes,no,no,yes,one year,yes,credit card (automatic),50.4,50,1580.1,no
0864-FVJNJ,female,0,yes,yes,64,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,electronic check,113.35,110,7222.75,no
7356-IWLFW,male,0,yes,yes,46,25-48,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80,80,3769.7,no
9541-PWTWO,female,0,no,no,52,49+,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.95,80,4233.95,no
3967-VQOGC,female,0,yes,yes,67,49+,yes,yes,no,No,No,No,No,No,No,two year,yes,mailed check,24.9,20,1680.25,no
7872-RDDLZ,female,1,no,no,67,49+,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,54.9,50,3725.5,no
9250-WYPLL,female,0,no,no,5,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.55,70,413.65,yes
6308-CQRBU,female,0,yes,no,71,49+,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,electronic check,109.25,100,7707.7,no
2754-XBHTB,female,0,no,no,9,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),77.65,70,714.15,yes
1597-LHYNC,female,1,no,no,26,25-48,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,95,90,2497.2,yes
0186-CAERR,male,0,no,no,71,49+,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),116.3,110,8309.55,no
3043-SUDUA,female,0,no,no,32,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),19.9,10,601.55,no
5442-BHQNG,female,0,no,no,2,0-12,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.35,70,139.25,no
2169-RRLFW,female,0,yes,no,71,49+,yes,yes,no,No,No,No,No,No,No,two year,no,credit card (automatic),25.6,20,1888.25,no
5872-OEQNH,female,0,no,no,60,49+,no,No,dsl,yes,no,yes,no,no,yes,one year,yes,electronic check,44.45,40,2773.9,no
3162-KKZXO,female,1,no,no,55,49+,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,100.15,100,5409.75,no
7055-VKGDA,male,0,no,no,54,49+,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.4,100,5643.4,yes
0754-UKWQP,male,0,no,no,2,0-12,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,95.85,90,197.7,yes
8873-GLDMH,female,0,no,no,6,0-12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,73.85,70,401.3,no
5696-JVVQY,female,0,yes,yes,48,25-48,yes,no,dsl,yes,yes,yes,no,no,yes,two year,yes,credit card (automatic),70.1,70,3238.4,no
8946-BFWSG,male,0,yes,yes,63,49+,yes,yes,no,No,No,No,No,No,No,two year,no,mailed check,25.25,20,1573.05,no
7493-TPUWZ,male,0,no,no,1,0-12,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,79.15,70,79.15,yes
0547-HURJB,male,0,no,yes,12,0-12,yes,no,no,No,No,No,No,No,No,month-to-month,no,credit card (automatic),21.05,20,235.8,no
8904-OPDCK,male,1,yes,no,54,49+,no,No,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),24.95,20,1364.75,no
8845-LWKGE,female,0,yes,yes,30,25-48,yes,no,dsl,no,no,yes,yes,yes,no,one year,yes,electronic check,64.5,60,1985.15,no
1577-HKTFG,female,0,yes,no,30,25-48,yes,no,no,No,No,No,No,No,No,month-to-month,no,bank transfer (automatic),19.65,10,655.85,yes
8752-STIVR,female,0,no,no,4,0-12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79,70,303.15,yes
